313号原始样本,313号样本
0.26193624749999994,0.2604146466666667
17.183467250000003,17.22094666666667
2.4170557500000003,2.417891333333333
850.3008550000001,849.2904866666667
424.968595,425.9013800000001
424.52216749999997,425.3407866666667
2.3158977749999994,2.3171223333333333
61.701366250000014,61.553517333333325
1250.6929000000002,1250.6772666666666
245.333915,245.59127333333333
296.49175750000006,293.26088666666664
2.3273515749999993,2.3287728000000003
161.80834750000002,161.28205333333335
5.794149649999999,5.800357933333333
0.6500125,0.6500052533333333
127.35960250000005,127.26442000000002
50.027934,49.96226600000001
610.84671,613.5067133333334
30.45253724999999,30.569056
35.712881249999995,35.735789999999994
139.23938000000004,139.34946
0.8588798899999999,0.8632431866666667
1457.0575275,1623.7750666666664
3007.9628999999995,2993.617466666667
988.5574225000003,1003.5562466666668
6.089794175,6.091042866666667
27.266878499999997,27.36971266666667
0.3887647375000001,0.3875192133333333
453.6201574999999,452.99160666666666
610.84671,613.5067133333334
201.07502000000005,201.24339333333333
482.26650249999994,482.1887533333334
479.8838125000001,479.7008133333333
2261.9578475,2256.3591333333334
387.98177000000004,365.0175
0.6535339550000001,0.6585010399999999
111.13449925000002,110.71912466666666
0.5165296899999999,0.51743268
124.84633250000005,126.76688666666665
54.864468249999994,56.00653333333333
72.56746425,73.43796200000001
71.10594099999999,71.124396
134.50742500000004,134.34506666666664
126.097425,126.02479333333333
6157.0062,6111.880666666668
291.58176000000003,290.94858000000005
69.52040825000002,69.70523933333332
0.0901748695,0.08969846866666667
365.78003999999993,366.78636
127.01945000000003,126.74127333333333
2.199271125,2.2039419333333337
433.58488500000004,434.71134
414.46142499999996,415.38609999999994
0.1571694325,0.15618888
0.383108095,0.3819225666666667
3.0828207999999995,3.080627466666667
2.25958105,2.2602008666666666
49.96883975,50.03733399999999
111.655225,111.88170666666666
133.86992249999997,133.90308000000002
34.640027750000016,34.74243933333333
49.98611875000001,50.075660000000006
10.392266924999998,10.439739800000003
48.1307935,48.378546000000014
2.2292223500000006,2.2291242666666666
303.3456375000001,305.22134000000005
420.9392600000001,419.7695333333333
12.595388,12.595319333333332
90.75685449999999,91.10175333333333
0.110070785,0.10994444
37.03771975,36.57661866666667
339.7963225000001,340.78957999999994
499.4726099999998,503.9277466666668
38.849515,39.97721533333333
14755121.25,14800000.0
1.8906341749999995,1.8980684666666667
607.0254999999999,607.0254999999999
1688560.5,1688572.2666666666
9991065.125,9991140.2
3025.4075500000004,3025.9057999999995
2867430.45,2867453.533333333
18346556.0,18300000.0
67936.08325,67937.08933333334
1074631.175,1074640.3333333333
17460.551750000002,17460.615333333335
21155841.0,21200000.0
10469520.0,10500000.0
64249.5515,64249.799333333336
98900.20700000001,98900.57466666667
2644032.15,2644050.0
48172662.0,48200000.0
23661272.0,23700000.0
-514816.14749999996,-514809.7
140.18241,140.04352
2782949.15,2782970.0
47.222061350000004,50.17741075666666
154.10370749999998,155.4562
922101.8699999994,922101.9000000003
353119.895,353127.8533333334
2973652,2973652.0
2708340.675,2708361.2666666666
135.7044725,136.02736
2.5952307749999997,2.5953831999999997
2.5049428750000002,2.5056789333333334
366.3398025,367.3126066666667
123.4618525,123.77214000000001
362.71348249999994,363.8453866666667
150.92306749999995,151.34718666666666
59.937508749999985,60.34174666666668
27.14438474999999,27.24995466666667
33.06516425,33.13584266666666
454.24686,453.0667733333333
0.3839446599999999,0.38274602666666663
-0.6291488775,-0.6299800666666667
50.01279649999999,50.10941666666667
82.39831700000002,82.38933466666667
-0.19134494224999998,-0.24322945533333332
-1.591504125,-1.5911626666666665
22.155137999999997,22.220522000000003
403.3103299999999,390.5192466666666
51.22335575000001,51.30062266666667
0.29741811999999995,0.29796675999999994
-9002.696,-9002.558333333332
-1.2577141000000005,-1.2568095333333331
22.057635249999997,22.038994000000002
22.248901499999995,22.25944866666667
42.424813999999984,42.411657999999996
-1.386547075,-1.3822869333333332
